S. No.,SITE_ID,DISTRICT,Block,VILLAGE,ELEVATION,FORMATION,River Basin,Normal (1901-70),Average rainfall (2012-21) (mm),Rainfall (2021) (mm),Departure (%) in 2021 from normal rainfall,Departure (%) in 2021 from Average rainfall,MAY_bgl,AUG_bgl,NOV_bgl,JAN_bgl,DEPTH,MAY_flu,AUG_flu,NOV_flu,JAN_flu
,,JAIPUR,BASSI,Mohanpura1,368.69,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,0,53.4,54.65,55.1,115,-4.50,-6.12,-8.07,-8.05
,,JAIPUR,DUDU,MOZMABAD,335,Gneiss,Banas,526.8,572.71,715,26.30,19.88,6.87,3.32,3.57,3.87,15,0.83,-0.81,0.32,-2.68
,,JAIPUR,AMBER,N.PUROHITAN,469,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,52.2,52.25,52.8,52.9,81,0,0,0,0
,,JAIPUR,JAMWA RAMGARH,Naila,376,Quartzite,Banas,526.8,572.71,715,26.30,19.88,56.8,55.3,55.7,56.2,116,4.71,1.50,7.10,7.44
,,JAIPUR,DUDU,Naraina,375,Schist,Banas,526.8,572.71,715,26.30,19.88,8.1,1.8,2.9,3.4,21.5,5.54,4.60,6.40,6.00
,,JAIPUR,DUDU,NASNOTA,338,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,6.28,5.33,7.23,7.58,17,3.68,3.02,2.01,2.08
,,JAIPUR,PHAGI,Nemeda,307,Gneiss,Banas,526.8,572.71,715,26.30,19.88,12.1,5.33,6.1,2.4,18,0.61,0.22,1.64,1.23
,,JAIPUR,PHAGI,Nemeda Pz,301,Gneiss,Banas,526.8,572.71,715,26.30,19.88,8.1,11.5,4.05,4.62,76,4.26,0.80,-1.70,-2.25
,,JAIPUR,GOVINDGARH,Niwana,485,Younger Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,65.4,59.7,60.3,60.5,95,-1.59,-1.26,-1.55,1.50
,,JAIPUR,BASSI,Padasoli,341,Older Alluvium,Banganga,526.8,572.71,715,26.30,19.88,34,31.7,31.95,32.15,70,2.75,0.08,-0.91,-0.98
,,JAIPUR,DUDU,PALLUKHURD,354,Gneiss,Banas,526.8,572.71,715,26.30,19.88,10.6,9.75,9.95,10.25,19.25,10.62,12.07,11.26,9.76
,,JAIPUR,VIRATNAGAR,Palri,468.89,Younger Alluvium,Banganga,526.8,572.71,715,26.30,19.88,0,0,22.9,23.4,25,-1.55,-1.01,-6.31,-5.28
,,JAIPUR,KOTPUTLI,Paniyala,334,Younger Alluvium,Sabi,526.8,572.71,715,26.30,19.88,46.7,47.65,0,0,90,-6.36,18.13,-6.22,-7.96
,,JAIPUR,PHAGI,Parun,303,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,5.9,5.06,2.35,1.59,14,1.38,-0.88,3.39,3.49
,,JAIPUR,PHAGI,Parun Pz,305,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,13.25,11.1,7.35,6.89,80,0.23,-1.01,0.07,0.59
,,JAIPUR,DUDU,Phulera,387,Older Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,4.6,4,6.25,6.45,108,7.08,4.84,2.83,1.93
,,JAIPUR,PAOTA,Raghunathpura_Pz,376,Younger Alluvium,Sabi,526.8,572.71,715,26.30,19.88,56.2,53.8,55.25,56.1,68.57,0.03,-3.85,-1.26,-3.40
,,JAIPUR,JAMWA RAMGARH,Raiser,397,Quartzite,Banganga,526.8,572.71,715,26.30,19.88,0,42.5,46,44.5,105,1.24,-1.88,-0.04,-2.75
,,JAIPUR,JALSOO,Rajarampura,452,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,53.8,50.4,65.1,62.7,88,-0.43,1.13,1.94,1.87
,,JAIPUR,PAOTA,Rajnota,358,Younger Alluvium,Sabi,526.8,572.71,715,26.30,19.88,39,39,39.2,39,96,8.93,9.87,11.38,10.32
,,JAIPUR,JAMWA RAMGARH,RASALA,367,Schist,Banganga,526.8,572.71,715,26.30,19.88,0,22.87,23.27,22.92,25,1.55,6.37,3.87,5.23
,,JAIPUR,BASSI,Rojwari,329,Quartzite,Banas,526.8,572.71,715,26.30,19.88,57.55,52.75,54.6,54.4,110,3.66,5.37,7.19,5.91
,,JAIPUR,JAMWA RAMGARH,Saipura Pz,381,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,0,61.15,63.2,0,65,2.48,5.60,3.77,3.94
,,JAIPUR,SAMBHAR,Sambhar,373,Older Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,10.05,9.35,11.85,12.1,20,-7.05,-2.36,7.64,7.47
,,JAIPUR,JAMWA RAMGARH,Samred Kalan,413,Quartzite,Banganga,526.8,572.71,715,26.30,19.88,51.4,42.4,42.7,43,88,3.42,3.53,3.65,3.78
,,JAIPUR,KOTPUTLI,Sarundh,363,Younger Alluvium,Sabi,526.8,572.71,715,26.30,19.88,67.1,63.9,65.1,64.7,87,3.42,4.61,1.25,0.09
,,JAIPUR,CHAKSU,SHIVDASPURA,334,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,22.7,20.6,20.5,20.6,27.18,2.29,1.65,5.67,6.39
,,JAIPUR,DUDU,SIROHIKHURD,372,Schist,Banas,526.8,572.71,715,26.30,19.88,0,5.86,6.96,7.46,16,-5.38,-3.18,-3.42,-2.34
,,JAIPUR,KOTPUTLI,Sunderpura,357,Younger Alluvium,Sabi,526.8,572.71,715,26.30,19.88,39.4,45.7,0,65.05,69,12.77,11.07,9.31,7.95
,,JAIPUR,CHAKSU,THALLI,323,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,8.95,4.95,6.85,7.45,15.85,8.35,8.61,8.37,10.02
,,JAIPUR,PHAGI,Tickel,322,Gneiss,Banas,526.8,572.71,715,26.30,19.88,8.25,3.4,4.7,4.8,19,-2.39,3.32,4.28,4.16
,,JAIPUR,PHAGI,Tickel Pz,329,Gneiss,Banas,526.8,572.71,715,26.30,19.88,0,0,3.6,4,75,-1.75,0.27,3.24,3.23
,,JAIPUR,GOVINDGARH,TIGARIA,490,Younger Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,63,67.4,69.1,70.05,90,6.58,7.20,5.90,6.39
,,JAIPUR,CHAKSU,Tootoli,232.1,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,21.8,19,19.55,19.65,25,0.39,-4.43,-4.87,-5.21
,,JAISALMER,JAISALMER,AWAI,153,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,8.6,8.5,8.2,6.2,15,0,0,0,0
,,JAISALMER,JAISALMER,BAISHAKHI,162,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,21.3,21.83,22.1,0,59,0.28,-14.99,-13.53,-15.04
,,JAISALMER,JAISALMER,BHADRIAS,159,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,10.2,10.15,10.1,10.5,18.1,16.43,16.78,16.43,16.67
,,JAISALMER,JAISALMER,Bhavanipura Deep,153,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,14.1,14.3,14.25,14.7,188,4.73,4.97,3.14,4.28
,,JAISALMER,JAISALMER,Bhavanipura Shallow,153,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,14.9,14.9,14.8,15.9,86,0.08,-5.07,-6.02,-6.43
,,JAISALMER,JAISALMER,BOA,156,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,48.65,48.01,47.9,0,56.95,-0.72,-4.03,-4.08,-4.87
,,JAISALMER,SANKRA,CHACHA,225,Rhyolite,The Outside Basin,158.6,232.08,302,47.51,23.19,15.31,14.21,14.23,15.61,26.06,2.80,2.95,5.06,4.50
,,JAISALMER,JAISALMER,Delasar,196,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,73.9,74.7,73.65,75.5,200,-0.47,-3.18,-3.60,-3.23
,,JAISALMER,JAISALMER,Deva PZ,145,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,28.6,28.8,28.6,30.8,100,2.51,-2.59,-3.53,-3.61
,,JAISALMER,JAISALMER,DHAISAR,217,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,60.95,61.45,61.35,61.95,63.75,1.48,7.37,6.01,-1.16
,,JAISALMER,SAM,GAMANEWALA,112,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,65.34,65.44,64.94,65.14,142.5,-2.12,2.96,4.09,4.23
,,JAISALMER,SANKRA,GARHI CHAMPAWAT,225,Tertiary Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,18.7,18.7,18.7,20.6,200,3.49,11.43,11.91,11.36
,,JAISALMER,JAISALMER,GHANTIYALI,104,Tertiary Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,36.09,35.94,35.75,35.89,71.59,9.07,1.72,1.32,-3.09
,,JAISALMER,SAM,GOTARU,85,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,34.05,34.05,33.55,32.85,69.15,4.09,0.19,1.93,0.25
,,JAISALMER,SANKRA,GUDI KA TALA,285,Granite,The Outside Basin,158.6,232.08,302,47.51,23.19,6.35,6.27,5.45,8.35,12.95,1.87,1.07,1.98,2.53
,,JAISALMER,JAISALMER,HAMIRA,203,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,45.35,0,0,0,48.25,-1.81,-2.04,-1.30,-0.91
,,JAISALMER,JAISALMER,JAISALMER,241,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,34.28,34.18,33.88,24.48,61.68,-3.64,-3.10,-1.55,-1.77
,,JAISALMER,SAM,Jawahar Nagar Deep,117,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,22.5,22.1,21.7,19.9,193,-2.17,-0.46,4.85,4.91
,,JAISALMER,SAM,Jawahar Nagar Shallow,117,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,8.9,8.4,8.7,9.1,62,6.36,9.56,14.57,13.71
,,JAISALMER,JAISALMER,Jjw Deep,139,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,0,0,32.7,33.8,200,-0.63,-1.38,1.35,1.05
,,JAISALMER,SANKRA,KALEWA,240,Rhyolite,The Outside Basin,158.6,232.08,302,47.51,23.19,23.2,22.2,22.25,21.4,35,0.02,0.00,0.06,0.92
,,JAISALMER,SAM,Khariakua_DW,108,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,35.3,35.4,34.96,34.9,42,-7.74,-6.86,-7.66,-8.53
,,JAISALMER,SAM,KHURI,217,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,9.6,10.62,9.35,10,16.7,0.15,6.97,11.77,7.72
,,JAISALMER,SAM,KHUYIALA,181,Parewar Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,20.8,21.1,20.62,20.7,25,1.21,3.44,1.20,2.51
,,JAISALMER,SAM,Kodiyasar,272,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,108.8,108.8,108.7,109.7,200,-4.80,-2.51,-1.45,-0.14
,,JAISALMER,SAM,KUCHERI,207,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,103.78,103.93,103.83,105.88,106.52,8.74,8.90,7.78,7.50
,,JAISALMER,SAM,KURIA,122,Parewar Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,34.8,34.6,34.55,32,121.5,1.13,-0.32,-0.65,-1.08
,,JAISALMER,SANKRA,LAKHASAR,291,Granite,The Outside Basin,158.6,232.08,302,47.51,23.19,38.6,38.44,38.45,38.8,45.09,2.36,3.80,3.46,3.52
,,JAISALMER,JAISALMER,LANELA,165,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,39,38.8,39.2,39.2,204,-6.43,-5.05,-5.40,-5.69
,,JAISALMER,SANKRA,LAWAN,245,Rhyolite,The Outside Basin,158.6,232.08,302,47.51,23.19,23.7,22.1,16.9,17.2,40,0.14,-4.51,-2.81,-3.08
,,JAISALMER,SANKRA,LOHARKI,231,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,72.04,72.04,72.04,71.74,80,-3.47,-2.74,-1.60,-0.46
,,JAISALMER,SANKRA,LUNA KALAN,299,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,14.7,14.76,14.5,15.2,21.8,0.03,-2.65,-4.33,-9.25
,,JAISALMER,SANKRA,MADASAR,285,Granite,The Outside Basin,158.6,232.08,302,47.51,23.19,8.5,8.26,6.75,7.6,23.7,-0.49,4.75,-2.48,-2.97
,,JAISALMER,SANKRA,MAWA,217,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,0,23.3,23.25,0,200,0,0,0,0
,,JAISALMER,SAM,Mayathiwala,116,Tertiary Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,65,65.05,64.7,"64,9",70,1.54,-2.65,-3.44,-0.36
,,JAISALMER,JAISALMER,MOOLSAGAR,235,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,15.6,15.65,15.6,15.9,20.5,-0.24,-1.75,-4.37,-0.21
,,JAISALMER,JAISALMER,"Moolsagar, Pz",258,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,80.43,80.43,72.68,77.38,200,2.70,4.05,3.89,3.85
,,JAISALMER,JAISALMER,NACHNA,141,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,8.5,8,7.5,7.6,17.2,3.54,4.56,3.97,6.55
,,JAISALMER,SAM,NATHU KA BERA,99,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,30.9,30.95,30.9,31.2,75,5.75,7.17,6.53,5.42
,,JAISALMER,JAISALMER,NEWEATA,169,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,0,0,0,22.35,31.13,-3.13,-2.11,-4.46,-6.58
,,JAISALMER,SANKRA,PHALSUND,205,Rhyolite,The Outside Basin,158.6,232.08,302,47.51,23.19,4.19,4.09,4.14,4.76,10,3.09,2.92,-1.88,-2.93
,,JAISALMER,SAM,PHULIA,111,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,61.21,34.31,32.41,32.41,78.51,-1.62,-1.52,0.94,0.98
,,JAISALMER,SANKRA,POKARAN,265,Rhyolite,The Outside Basin,158.6,232.08,302,47.51,23.19,17,17.4,16.65,16.2,200,6.61,4.43,5.39,5.73
,,JAISALMER,SANKRA,POKARAN(POKARAN -II),232,Nagaur & Jodhpur Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,23.6,23.15,23.1,23.1,200,8.78,9.03,9.03,7.18
,,JAISALMER,SANKRA,RAJGARH1,308,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,21.3,23.4,23.3,0,27,3.68,3.14,16.97,12.34
,,JAISALMER,SAM,Ramgarh Ignp,150,Tertiary Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,42.65,42.45,42.4,42.6,300,2.69,3.09,4.20,1.82
,,JAISALMER,SAM,Ramgarh2,148,Tertiary Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,42.65,47.15,47.2,47.7,200,10.43,12.15,11.24,9.95
,,JAISALMER,JAISALMER,Rd135,118,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,36.4,36.4,36.35,37.1,198.4,5.07,5.12,4.80,4.21
,,JAISALMER,SAM,SADEWALA,118,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,40.9,40.9,40.68,41.5,44.8,8.75,9.57,7.74,6.54
,,JAISALMER,SAM,SAM1,176,Tertiary Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,0,2.4,3.3,4.55,29.7,-1.33,-1.53,0.36,1.16
,,JAISALMER,SAM,Sanu1,214,Parewar Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,106.87,106.87,106.97,108.07,195,9.24,3.67,-0.25,-0.66
,,JAISALMER,JAISALMER,SANWALA,188,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,33.08,33.17,32.82,34.65,37.35,2.64,3.71,3.54,2.60
,,JAISALMER,SAM,SANWATA,278,Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,32.65,32.55,32.55,33.35,53.25,0.33,-1.55,-1.48,-1.28
,,JAISALMER,JAISALMER,Sataya DW,163.48,Tertiary Sandstone,The Outside Basin,158.6,232.08,302,47.51,23.19,20.6,20.3,20.28,22,22.6,0.65,0.46,1.31,2.23
,,JAISALMER,JAISALMER,Shastri Nagar,115,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,5.5,5.6,5.65,4.8,200.5,-3.01,4.46,23.42,22.61
,,JAISALMER,JAISALMER,Shekhowala,137,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,10.8,10.73,10.7,11.6,186,-2.59,-4.43,-3.61,-2.14
,,JAISALMER,SANKRA,SRIBHADRIA,196,Rhyolite,The Outside Basin,158.6,232.08,302,47.51,23.19,40.05,39.05,39.35,40.05,46.65,-5.05,-3.13,-2.76,-7.59
,,JAISALMER,SAM,TANOT,112,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,"30,58",30.68,30.48,30.43,43.88,-2.54,-2.35,-2.70,-2.42
,,JAISALMER,SAM,Tuli Deep,115,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,29.7,0,0,0,200,7.03,14.04,15.65,14.31
,,JAISALMER,SAM,Tuli Shallow,115,Younger Alluvium,The Outside Basin,158.6,232.08,302,47.51,23.19,6.9,6.7,6.8,7.4,99,6.02,2.67,0.98,-1.16
,,JALORE,JALORE,Bhagli,191,Older Alluvium,Luni,400.6,503.74,391,-2.54,-28.94,51.5,50.9,50.4,52.95,79,1.53,2.49,0.51,0.04
,,JALORE,BHINMAL,BHINMAL1,145,Older Alluvium,Luni,400.6,503.74,391,-2.54,-28.94,4.6,4.8,3.7,3.7,17.95,-1.55,-1.26,-1.55,-2.34
,,JALORE,RANIWARA,DHANWARA,152,Younger Alluvium,Luni,400.6,503.74,391,-2.54,-28.94,59.55,60.85,60.45,62.85,70,1.19,1.28,1.22,1.41
,,JALORE,JALORE,Digaon,173.84,Older Alluvium,Luni,400.6,503.74,391,-2.54,-28.94,0,33.5,31.2,32.6,34,0.78,0.76,0.47,1.25
,,JALORE,CHITALWANA,DOONGRI,37,Older Alluvium,Luni,400.6,503.74,391,-2.54,-28.94,23.78,24.48,22.78,23.68,26,0,0,0,0
,,JALORE,AHORE,Gudha Balotan,202,Younger Alluvium,Luni,400.6,503.74,391,-2.54,-28.94,43.7,52.5,44.4,44.8,85,1.17,0.99,0.84,1.58
,,JALORE,SANCHORE,Hadetar,66,Older Alluvium,Other Nallahs of Jalore distri,400.6,503.74,391,-2.54,-28.94,35.82,36.92,41.82,36.92,155,-0.56,-1.90,-1.87,-1.75
,,JALORE,CHITALWANA,Hali Bao,31,Older Alluvium,Luni,400.6,503.74,391,-2.54,-28.94,0,0,0,2.4,112,1.31,1.35,0.26,1.34
,,JALORE,RANIWARA,Hirpura,192,Older Alluvium,Other Nallahs of Jalore distri,400.6,503.74,391,-2.54,-28.94,52.9,57.2,59.1,61.55,66,6.78,5.49,7.09,5.89
,,JALORE,RANIWARA,(kundanpura),210,Granite,Luni,400.6,503.74,391,-2.54,-28.94,20.95,19.25,21.55,21.75,100,-0.57,-0.24,-0.37,1.85
,,JALORE,BHINMAL,KHOKAGAON,78,Older Alluvium,Luni,400.6,503.74,391,-2.54,-28.94,72.4,72.2,66.75,57.8,125,-0.13,0.47,-0.10,0.34
,,JALORE,BHINMAL,Ledarmer,169.63,Older Alluvium,Luni,400.6,503.74,391,-2.54,-28.94,29.2,29.4,0,0,56.3,0.17,2.77,0.22,2.07
,,JALORE,RANIWARA,Matriwara,170,Younger Alluvium,Other Nallahs of Jalore distri,400.6,503.74,391,-2.54,-28.94,61.2,60.35,61.25,61.8,130,0.90,1.21,0.82,2.90
,,JALORE,AHORE,NIMLA,195,Older Alluvium,Luni,400.6,503.74,391,-2.54,-28.94,13.4,12.6,12.9,12.8,22,-1.96,-0.32,-0.42,-0.29
,,JALORE,JASWANTPURA,PUNAKI KALAN,225,Granite,Luni,400.6,503.74,391,-2.54,-28.94,4.44,4.19,3.04,2.24,15.04,-2.30,-2.25,-2.37,-3.50
,,JALORE,JASWANTPURA,RAMSEEN,193,Older Alluvium,Luni,400.6,503.74,391,-2.54,-28.94,5.95,6.4,6.35,6.05,18.96,1.00,3.10,1.62,3.53
,,JALORE,SANCHORE,Sarnau Pz,100,Older Alluvium,Other Nallahs of Jalore distri,400.6,503.74,391,-2.54,-28.94,56.73,56.83,60.23,56.23,120,3.10,3.24,3.45,3.29
,,JALORE,JASWANTPURA,Serena,132,Older Alluvium,Luni,400.6,503.74,391,-2.54,-28.94,75.7,75.1,74.8,86.8,113.5,-2.05,-2.18,-2.34,-11.89
,,JALORE,CHITALWANA,Sewada,40,Older Alluvium,Luni,400.6,503.74,391,-2.54,-28.94,5.1,4.55,0,5.6,130,-3.40,-1.82,4.75,-3.12
,,JALORE,RANIWARA,Sewara Pz,140,Older Alluvium,Other Nallahs of Jalore distri,400.6,503.74,391,-2.54,-28.94,42.6,43.05,56,59.95,116,0.54,-0.27,-6.57,0.34
,,JHALAWAR,AKLERA,AKLERA,326,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,6.5,1.1,3.3,3.6,10,-1.43,-1.24,-1.18,0.70
,,JHALAWAR,JHALRAPATAN,AKTASA,322,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,6.89,1.11,3.84,2.47,11.2,-0.01,3.34,4.00,2.44
,,JHALAWAR,BHAWANI MANDI,ANVLIKALAN,365,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,10.44,8.54,6.36,6.99,14.84,0.05,0.19,-0.24,-0.20
,,JHALAWAR,AKLERA,ASALPUR,350,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,9.15,2.43,5.83,5.56,12.85,0.53,1.73,0.29,0.98
,,JHALAWAR,PIRAWA,BINDA,338,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,15.77,1.02,5.41,6.97,15,1.97,2.01,2.29,2.10
,,JHALAWAR,DAG,DAG1,486,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,12.03,12.15,14.21,16.98,20,1.98,1.93,1.55,2.06
,,JHALAWAR,JHALRAPATAN,DOONGARGAON,350,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,4.58,0.53,2.57,2.38,10,-0.94,-0.31,-0.79,1.84
,,JHALAWAR,KHANPUR,GAGRON,308,Hills,Chambal,884.8,"1,102.28",1294,31.62,14.81,0,0,5.05,4.92,20.94,-0.83,-0.63,-0.31,-2.77
,,JHALAWAR,MANOHAR THANA,GAJWARA,330,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,10.83,0.73,6.03,6.3,20,-0.96,-0.64,-1.50,-0.07
,,JHALAWAR,BHAWANIMANDI,GANESHPURA,348,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,7.82,4.04,2.77,1.32,11.89,1.57,1.44,1.90,1.77
,,JHALAWAR,DAG,GANGDHAR,420,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,12.1,9.13,8.34,6.13,17,4.01,2.60,0.28,0.09
,,JHALAWAR,BHAWANIMANDI,GAURADIYA KALAN,408,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,6.43,3.03,4.28,2.85,15,3.25,3.42,2.76,1.84
,,JHALAWAR,DAG,GUNAVI,473,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,12.85,4.6,8.4,5.6,16.53,2.73,3.09,2.59,3.41
,,JHALAWAR,BHAWANI MANDI,GURARIYA JOGA,383,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,13.37,7.97,5.97,5.53,16,-1.24,0.20,-2.17,-2.11
,,JHALAWAR,DAG,GWALAT,457,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,9.1,0.2,2.9,1.29,9.2,0.43,0.72,0.35,0.32
,,JHALAWAR,PIRAWA,JASWANTPURA1,355,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,21.1,8.3,13.5,11.87,20,0.08,0.30,-0.04,-0.05
,,JHALAWAR,JHALRAPATAN,JHALAWAR,323,Shale,Chambal,884.8,"1,102.28",1294,31.62,14.81,21.07,1.72,4.95,2.3,24.39,0.68,0.72,0.67,0.85
,,JHALAWAR,JHALRAPATAN,JHALRAPATAN,322,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,7.1,3.1,4.5,2.63,12,9.00,11.00,1.30,5.51
,,JHALAWAR,MANOHAR THANA,JHIRI,351,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,3.15,1.65,0.25,0.04,8,0,0,0,0
,,JHALAWAR,BHAWANI MANDI,KARVAN KALA,388,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,11.62,4.32,7.02,7.46,16.39,-0.42,-0.54,-0.84,-1.37
,,JHALAWAR,JHALRAPATAN,Krishanpura Chowki,321,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,6.21,4.91,1.41,2.15,13.16,0.10,-0.02,0.09,-0.11
,,JHALAWAR,KHANPUR,MANDAWAR1,335,Shale,Chambal,884.8,"1,102.28",1294,31.62,14.81,5.15,4.35,0.81,0.9,13.39,0.42,0.54,0.34,0.89
,,JHALAWAR,MANOHAR THANA,MANOHAR THANA1,341,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,14.06,11.01,10.56,9.77,17.11,-1.44,-1.27,-0.71,-0.54
,,JHALAWAR,BHAWANI MANDI,MISHROLI,408,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,8.71,0.21,3.26,1.96,13.61,-5.04,-24.98,-35.18,-34.67
,,JHALAWAR,JHALRAPATAN,Nahardi,319,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,3.25,0.75,0.85,1.65,8,-5.93,-8.70,-5.60,-5.35
,,JHALAWAR,KHANPUR,Piplaj,302.39,Sandstone,Chambal,884.8,"1,102.28",1294,31.62,14.81,10.6,1.05,6.2,4.48,15.5,-3.34,-4.68,-1.75,-1.55
,,JHALAWAR,MANOHAR THANA,SAREDI,312,Basalt,Chambal,884.8,"1,102.28",1294,31.62,14.81,9.76,6.16,12.51,10.89,18,2.04,4.87,4.53,4.32
,,JHUNJHUNU,UDAIPURWATI,BADAGAON,360,Older Alluvium,Shekhawati (Mendha),459.5,504.86,613,25.04,17.64,0,51.05,53.6,53.1,107.3,-0.65,0.15,-0.63,0.03
,,JHUNJHUNU,ALSISAR,Birmi,307,Older Alluvium,The Outside Basin,459.5,504.86,613,25.04,17.64,39,42.1,41.5,42.2,90,-7.45,-0.26,-0.39,-1.03
,,JHUNJHUNU,ALSISAR,CHURELA,320,Older Alluvium,The Outside Basin,459.5,504.86,613,25.04,17.64,47.4,49.7,49.4,49.1,85,-1.33,-1.23,-1.64,-0.30
,,JHUNJHUNU,NAWALGARH,DIGHAL,345,Older Alluvium,The Outside Basin,459.5,504.86,613,25.04,17.64,55.57,58.62,58.97,59.47,68.65,-0.39,-0.31,-0.89,0.24
,,JHUNJHUNU,JHUNJHUNUN,JAISINGHPURA,342,Older Alluvium,The Outside Basin,459.5,504.86,613,25.04,17.64,56.55,61.25,57.55,59.4,96.8,-4.53,-4.93,-4.80,-3.70
,,JHUNJHUNU,CHIRAWA,Khudana,327,Older Alluvium,Shekhawati (Mendha),459.5,504.86,613,25.04,17.64,72,0,82.3,84.1,94.5,-0.57,-0.23,0.54,0.76
